id,timestamp,expiry,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv
1,2026-06-23 08:55:29,2026-06-23,17850.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,25.417674096001726
2,2026-06-23 08:55:29,2026-06-23,17900.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,25.19135259324214
3,2026-06-23 08:55:29,2026-06-23,17950.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.939873235090623
4,2026-06-23 08:55:29,2026-06-23,18000.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.713297161524558
5,2026-06-23 08:55:29,2026-06-23,18050.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.486528962694983
6,2026-06-23 08:55:29,2026-06-23,18100.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.259600596505635
7,2026-06-23 08:55:29,2026-06-23,18150.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,24.008452574520653
8,2026-06-23 08:55:29,2026-06-23,18200.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,23.78141473858326
9,2026-06-23 08:55:29,2026-06-23,18250.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,23.554259121665627
10,2026-06-23 08:55:29,2026-06-23,18300.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,23.326956855309504
11,2026-06-23 08:55:29,2026-06-23,18350.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,23.07674098561389
12,2026-06-23 08:55:29,2026-06-23,18400.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,22.8495703378813
13,2026-06-23 08:55:29,2026-06-23,18450.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,22.622361446594777
14,2026-06-23 08:55:29,2026-06-23,18500.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,22.395133490444426
15,2026-06-23 08:55:29,2026-06-23,18550.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,22.167905519194196
16,2026-06-23 08:55:29,2026-06-23,18600.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.940696455210443
17,2026-06-23 08:55:29,2026-06-23,18650.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.713525026550695
18,2026-06-23 08:55:29,2026-06-23,18700.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.48640988828567
19,2026-06-23 08:55:29,2026-06-23,18750.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.259369424922777
20,2026-06-23 08:55:29,2026-06-23,18800.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,21.03242195387959
21,2026-06-23 08:55:29,2026-06-23,18850.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20.805585604610037
22,2026-06-23 08:55:29,2026-06-23,18900.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20.57887830416982
23,2026-06-23 08:55:29,2026-06-23,18950.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20.372645547671855
24,2026-06-23 08:55:29,2026-06-23,19000.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,20.14601618288239
25,2026-06-23 08:55:29,2026-06-23,19050.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,19.91956796431094
26,2026-06-23 08:55:29,2026-06-23,19100.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,19.693318143147597
27,2026-06-23 08:55:29,2026-06-23,19150.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,19.467283786681218
28,2026-06-23 08:55:29,2026-06-23,19200.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,19.260695041899144
29,2026-06-23 08:55:29,2026-06-23,19250.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,19.03490545200553
30,2026-06-23 08:55:29,2026-06-23,19300.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,18.809380868317707
31,2026-06-23 08:55:29,2026-06-23,19350.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,18.60269584779412
32,2026-06-23 08:55:29,2026-06-23,19400.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,18.377511874745803
33,2026-06-23 08:55:29,2026-06-23,19450.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,18.152640935004502
34,2026-06-23 08:55:29,2026-06-23,19500.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,17.945995746889977
35,2026-06-23 08:55:29,2026-06-23,19550.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,17.721558468933047
36,2026-06-23 08:55:29,2026-06-23,19600.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,17.514951316223787
37,2026-06-23 08:55:29,2026-06-23,19650.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,17.291007827043885
38,2026-06-23 08:55:29,2026-06-23,19700.0,24102.9,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,17.08449550177286
