id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
23626,2022-10-06 09:15:00,17150.0,17408.75,440800,1874450,262.3,4.9,81850,853450,0.6492,-0.368439,0.00047206,0.00041239,31.995149,37.250474,2022-10-13
18376,2022-10-06 09:15:00,17200.0,17408.75,3120000,6928750,215.6,7.5,878800,2207950,0.622985,-0.384222,0.0004743,0.00044305,32.627716,35.130648,2022-10-13
13126,2022-10-06 09:15:00,17250.0,17408.75,1331450,2100750,170.1,12.35,492550,1042350,0.601476,-0.40366,0.00049827,0.00046849,31.559248,33.677881,2022-10-13
7876,2022-10-06 09:15:00,17300.0,17408.75,4009600,1593200,128.5,20.15,1849050,2110700,0.576996,-0.425125,0.00051256,0.0004945,31.118913,32.288407,2022-10-13
2626,2022-10-06 09:15:00,17350.0,17408.75,1676900,466800,90.8,32.4,1102700,1392250,0.552237,-0.448817,0.00053531,0.00051932,30.102599,31.040161,2022-10-13
1,2022-10-06 09:15:00,17400.0,17408.75,4300650,440400,59.4,51.0,4384350,2088650,0.525569,-0.474684,0.00055442,0.00053861,29.256582,30.116939,2022-10-13
5251,2022-10-06 09:15:00,17450.0,17408.75,1896450,75450,35.1,76.9,1995950,271750,0.497266,-0.502082,0.00057275,0.00055306,28.378128,29.38836,2022-10-13
10501,2022-10-06 09:15:00,17500.0,17408.75,7905950,295300,18.15,110.05,4654150,380050,0.467145,-0.53067,0.00059061,0.00056426,27.427212,28.720406,2022-10-13
15751,2022-10-06 09:15:00,17550.0,17408.75,3662000,20600,7.55,149.05,2040050,22700,0.433934,-0.56167,0.00061503,0.00058245,26.064522,27.571844,2022-10-13
21001,2022-10-06 09:15:00,17600.0,17408.75,4656450,96750,2.8,194.2,2098300,55850,0.401192,-0.589175,0.00061835,0.00056835,25.475448,27.881092,2022-10-13
26251,2022-10-06 09:15:00,17650.0,17408.75,1361200,15900,1.3,243.2,878400,12100,0.377135,-0.602058,0.00058057,0.00049916,26.657746,31.49127,2022-10-13
23627,2022-10-06 09:16:00,17150.0,17398.3496,440800,1874450,257.45,5.95,36850,1627200,0.61893,-0.37428,0.00038314,0.00040852,40.549816,37.819036,2022-10-13
18377,2022-10-06 09:16:00,17200.0,17398.3496,3120000,6928750,210.2,9.05,406250,2885550,0.605665,-0.390324,0.00041897,0.00043793,37.449774,35.727083,2022-10-13
13127,2022-10-06 09:16:00,17250.0,17398.3496,1331450,2100750,165.3,14.3,277500,933700,0.588446,-0.40916,0.00045103,0.00046627,35.170358,33.97378,2022-10-13
7877,2022-10-06 09:16:00,17300.0,17398.3496,4009600,1593200,123.65,22.35,895400,1802350,0.568205,-0.430017,0.00048151,0.00049845,33.282837,32.126357,2022-10-13
2627,2022-10-06 09:16:00,17350.0,17398.3496,1676900,466800,86.8,35.3,607600,1211950,0.545146,-0.453867,0.00050894,0.00052703,31.752694,30.653684,2022-10-13
2,2022-10-06 09:16:00,17400.0,17398.3496,4300650,440400,56.1,54.9,3344300,2476950,0.519683,-0.480234,0.00053418,0.00054992,30.41052,29.539708,2022-10-13
5252,2022-10-06 09:16:00,17450.0,17398.3496,1896450,75450,33.25,82.2,1615500,349450,0.492302,-0.508405,0.00055015,0.00056629,29.557779,28.714585,2022-10-13
10502,2022-10-06 09:16:00,17500.0,17398.3496,7905950,295300,16.85,115.6,3276100,426650,0.462595,-0.539763,0.00057312,0.00059839,28.253729,27.045056,2022-10-13
