id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
23658,2022-02-03 09:15:00,17500.0,17761.3008,997400,4665150,261.55,3.3,51000,1097900,,-0.358778,,0.00044117,0.0,33.824219,2022-02-10
18406,2022-02-03 09:15:00,17550.0,17761.3008,168350,1242250,211.1,4.65,7100,496350,,-0.371944,,0.00048974,0.0,30.839473,2022-02-10
13150,2022-02-03 09:15:00,17600.0,17761.3008,687050,4628950,164.85,7.95,117600,1108850,0.640778,-0.391787,0.00069815,0.00052786,21.383362,29.063367,2022-02-10
7894,2022-02-03 09:15:00,17650.0,17761.3008,303450,2297700,121.75,14.85,110250,677550,0.596411,-0.416691,0.00065423,0.00055219,23.636488,28.219454,2022-02-10
2632,2022-02-03 09:15:00,17700.0,17761.3008,1887500,4396950,84.8,27.55,598700,1595650,0.560733,-0.444437,0.00063232,0.00056167,24.902473,28.088488,2022-02-10
1,2022-02-03 09:15:00,17750.0,17761.3008,962700,1330350,52.0,45.15,791200,964150,0.529449,-0.472244,0.00066152,0.00058741,24.017128,27.055288,2022-02-10
5262,2022-02-03 09:15:00,17800.0,17761.3008,3763050,1433950,30.0,72.15,1661650,763700,0.496643,-0.501636,0.0006515,0.00058865,24.452466,27.063794,2022-02-10
10522,2022-02-03 09:15:00,17850.0,17761.3008,1540850,292250,15.7,108.3,692650,145550,0.464916,-0.528959,0.00064001,0.00056213,24.79582,28.265901,2022-02-10
15778,2022-02-03 09:15:00,17900.0,17761.3008,3063450,348000,7.4,150.15,1577350,109150,0.434138,-0.55272,0.0006268,0.00052738,25.069599,29.944314,2022-02-10
21033,2022-02-03 09:15:00,17950.0,17761.3008,1454750,43250,3.4,196.55,718700,12550,0.40626,-0.569517,0.00060114,0.00047336,25.766796,33.143577,2022-02-10
26285,2022-02-03 09:15:00,18000.0,17761.3008,8837100,295700,2.05,245.35,2449150,22400,0.387776,-0.57918,0.00054534,0.00041345,28.049872,37.771217,2022-02-10
23659,2022-02-03 09:16:00,17500.0,17759.8496,997400,4665150,262.75,2.85,51750,967150,0.657038,-0.355591,0.00049516,0.00045424,29.651771,32.752874,2022-02-10
18407,2022-02-03 09:16:00,17550.0,17759.8496,168350,1242250,214.35,3.95,7650,319650,0.636655,-0.368169,0.00052843,0.00050871,28.365391,29.595074,2022-02-10
13151,2022-02-03 09:16:00,17600.0,17759.8496,687050,4628950,166.85,6.5,103750,1174550,0.616446,-0.3868,0.00057745,0.00055986,26.408425,27.305958,2022-02-10
7895,2022-02-03 09:16:00,17650.0,17759.8496,303450,2297700,122.7,12.95,54050,686250,0.58961,-0.413399,0.00060915,0.00058535,25.493971,26.576314,2022-02-10
2633,2022-02-03 09:16:00,17700.0,17759.8496,1887500,4396950,85.1,25.0,426500,1285750,0.558355,-0.442643,0.00061255,0.00059871,25.73248,26.337391,2022-02-10
2,2022-02-03 09:16:00,17750.0,17759.8496,962700,1330350,53.05,42.95,817800,814950,0.527895,-0.472392,0.00063508,0.00062174,25.027195,25.565442,2022-02-10
5263,2022-02-03 09:16:00,17800.0,17759.8496,3763050,1433950,30.15,70.25,1427150,568200,0.496001,-0.503517,0.00064059,0.00062361,24.871512,25.549194,2022-02-10
10523,2022-02-03 09:16:00,17850.0,17759.8496,1540850,292250,15.35,105.4,845500,133850,0.464025,-0.534388,0.00063943,0.00061937,24.816448,25.629473,2022-02-10
15779,2022-02-03 09:16:00,17900.0,17759.8496,3063450,348000,7.65,147.6,1137750,76850,0.434714,-0.562132,0.00061538,0.00059164,25.544525,26.603697,2022-02-10
21034,2022-02-03 09:16:00,17950.0,17759.8496,1454750,43250,3.85,194.1,889850,8400,0.409111,-0.583526,0.00058132,0.00054269,26.694615,28.714156,2022-02-10
26286,2022-02-03 09:16:00,18000.0,17759.8496,8837100,295700,2.35,242.9,1825100,14000,0.390922,-0.596241,0.00052949,0.00047856,28.959882,32.320748,2022-02-10
23660,2022-02-03 09:17:00,17500.0,17730.1504,980900,5074050,241.3,3.45,50450,1158550,0.611171,-0.362989,0.00038269,0.00048435,40.07672,30.989872,2022-02-10
18408,2022-02-03 09:17:00,17550.0,17730.1504,168350,1350500,193.7,4.9,13900,416150,0.599408,-0.377025,0.000429,0.00054695,36.043911,27.783684,2022-02-10
13152,2022-02-03 09:17:00,17600.0,17730.1504,743900,4993800,146.9,8.65,149350,1410250,0.585574,-0.398945,0.00049203,0.00059816,31.689525,25.822462,2022-02-10
7896,2022-02-03 09:17:00,17650.0,17730.1504,316850,2502950,104.7,16.6,170300,919400,0.564599,-0.426682,0.00054215,0.00063609,29.053103,24.667091,2022-02-10
2634,2022-02-03 09:17:00,17700.0,17730.1504,2103200,5189400,69.85,31.9,788550,1845500,0.538094,-0.458473,0.00056797,0.00065104,27.97337,24.382905,2022-02-10
3,2022-02-03 09:17:00,17750.0,17730.1504,1478100,1817550,41.05,53.35,932200,1080650,0.509279,-0.491399,0.00060414,0.0006928,26.411838,23.032754,2022-02-10
5264,2022-02-03 09:17:00,17800.0,17730.1504,4669600,1709600,22.1,84.1,1890150,1022850,0.478477,-0.52827,0.00061485,0.00073308,25.920921,21.717425,2022-02-10
10524,2022-02-03 09:17:00,17850.0,17730.1504,1790800,276450,10.75,123.35,1015450,225050,0.447606,-0.571117,0.00061399,0.00078606,25.770698,19.98132,2022-02-10
15780,2022-02-03 09:17:00,17900.0,17730.1504,3376450,351250,5.25,167.35,1640750,138000,0.419979,,0.00059014,,26.49998,0.0,2022-02-10
21035,2022-02-03 09:17:00,17950.0,17730.1504,1727350,46100,2.7,213.0,946350,15250,0.396726,,0.00055467,,27.805353,0.0,2022-02-10
26287,2022-02-03 09:17:00,18000.0,17730.1504,9619100,300550,1.75,264.35,1976200,22950,0.381243,,0.00050353,,30.28276,0.0,2022-02-10
23661,2022-02-03 09:18:00,17500.0,17736.1504,980900,5074050,242.05,3.7,106250,1226550,0.630135,-0.364261,0.00044667,0.00046756,33.804649,32.131329,2022-02-10
18409,2022-02-03 09:18:00,17550.0,17736.1504,168350,1350500,193.55,5.55,20500,383600,0.617703,-0.379642,0.00050516,0.00051774,30.201148,29.405188,2022-02-10
13153,2022-02-03 09:18:00,17600.0,17736.1504,743900,4993800,147.15,9.35,180600,1184100,0.598682,-0.400187,0.00055828,0.00056561,27.701772,27.322903,2022-02-10
7897,2022-02-03 09:18:00,17650.0,17736.1504,316850,2502950,105.9,17.65,155300,916750,0.571829,-0.426942,0.00058191,0.00059429,26.97451,26.397542,2022-02-10
2635,2022-02-03 09:18:00,17700.0,17736.1504,2103200,5189400,70.55,32.55,881700,1955500,0.54307,-0.45657,0.00060113,0.00060874,26.388661,26.056354,2022-02-10
