id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
23664,2023-05-23 09:15:00,18150.0,18379.25,1041550,3788800,239.95,12.1,81200,497300,,-0.242241,,0.00084617,0.0,14.249801,2023-05-30
18408,2023-05-23 09:15:00,18200.0,18379.25,6157800,12723700,194.65,16.4,1012000,1854250,0.809636,-0.275266,0.0011596,0.00096202,9.041572,13.391546,2023-05-30
13152,2023-05-23 09:15:00,18250.0,18379.25,2113850,3535200,151.5,24.0,514100,904400,0.734937,-0.319488,0.00132587,0.0010714,9.534717,12.872238,2023-05-30
7892,2023-05-23 09:15:00,18300.0,18379.25,7863350,7575800,113.25,35.3,2181500,1857950,0.65913,-0.371253,0.00143313,0.00117151,9.876236,12.451241,2023-05-30
2632,2023-05-23 09:15:00,18350.0,18379.25,3177950,1002050,80.0,52.15,1740450,881800,0.5841,-0.430277,0.00151081,0.00123756,9.963038,12.249799,2023-05-30
1,2023-05-23 09:15:00,18400.0,18379.25,7708100,1803150,52.75,75.0,2520050,925800,0.507457,-0.492771,0.00155025,0.00126517,9.929283,12.166776,2023-05-30
5262,2023-05-23 09:15:00,18450.0,18379.25,5008050,309450,31.9,104.05,939450,164550,0.429574,-0.555586,0.00154492,0.00125076,9.809603,12.189335,2023-05-30
10522,2023-05-23 09:15:00,18500.0,18379.25,10353300,1537650,17.85,141.0,1481650,129050,0.353698,-0.611492,0.00147106,0.00115922,9.753786,12.758919,2023-05-30
15779,2023-05-23 09:15:00,18550.0,18379.25,4481250,74250,9.1,182.0,819400,8650,0.282669,-0.659478,0.00134553,0.00105438,9.698987,13.418797,2023-05-30
21035,2023-05-23 09:15:00,18600.0,18379.25,6612900,388650,4.8,228.25,844050,17100,0.226094,-0.691058,0.00116612,0.00091682,9.952414,14.827697,2023-05-30
26289,2023-05-23 09:15:00,18650.0,18379.25,2040250,25200,2.75,273.9,415050,3300,0.184495,-0.722742,0.00098501,0.00082319,10.440099,15.70543,2023-05-30
23665,2023-05-23 09:16:00,18100.0,18364.35,2138250,7916500,277.0,10.05,80200,763950,0.871514,-0.223574,0.00081516,0.00077249,9.942478,14.941549,2023-05-30
18409,2023-05-23 09:16:00,18150.0,18364.35,1041550,3788800,230.0,13.4,61750,436650,0.813184,-0.252313,0.00099,0.00087701,10.477312,14.063544,2023-05-30
13153,2023-05-23 09:16:00,18200.0,18364.35,6157800,12723700,185.3,18.45,958350,1718450,0.75488,-0.288057,0.00113644,0.00099344,10.687157,13.266494,2023-05-30
7893,2023-05-23 09:16:00,18250.0,18364.35,2113850,3535200,142.55,26.6,410200,971400,0.698529,-0.333327,0.00129087,0.00110789,10.426303,12.676057,2023-05-30
2633,2023-05-23 09:16:00,18300.0,18364.35,7863350,7575800,105.3,39.45,1508050,1609200,0.630733,-0.387887,0.00139671,0.00119951,10.434439,12.335324,2023-05-30
2,2023-05-23 09:16:00,18350.0,18364.35,3177950,1002050,73.6,57.8,1179800,957500,0.559163,-0.448377,0.00146625,0.00125916,10.393212,12.134782,2023-05-30
5263,2023-05-23 09:16:00,18400.0,18364.35,7708100,1803150,48.1,81.8,2355850,1197650,0.485124,-0.511953,0.00149419,0.00128776,10.305315,11.960279,2023-05-30
