id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
16900,2022-04-18 09:15:00,16950.0,17213.1504,2300,191450,346.4,54.7,400,76250,0.739932,-0.238823,0.00074327,0.00078719,26.837574,24.217949,2022-04-21
13146,2022-04-18 09:15:00,17000.0,17213.1504,122750,2249900,307.55,65.95,62900,1156500,0.704524,-0.2778,0.00080764,0.00086364,26.28832,23.874983,2022-04-21
9390,2022-04-18 09:15:00,17050.0,17213.1504,1850,133650,269.6,78.2,5000,109850,0.666297,-0.319695,0.00087347,0.00094037,25.607317,23.374195,2022-04-21
5637,2022-04-18 09:15:00,17100.0,17213.1504,16950,919100,235.55,93.45,131850,707600,0.622673,-0.366703,0.00092458,0.00100497,25.267122,23.033799,2022-04-21
1880,2022-04-18 09:15:00,17150.0,17213.1504,2100,188450,201.8,110.9,115100,230800,0.577105,-0.417074,0.00097718,0.00105853,24.633172,22.671809,2022-04-21
1,2022-04-18 09:15:00,17200.0,17213.1504,49600,1249900,170.8,129.15,933700,1168750,0.528093,-0.47012,0.00101632,0.00110966,24.076922,22.044307,2022-04-21
3758,2022-04-18 09:15:00,17250.0,17213.1504,11250,221700,141.4,150.8,234400,170650,0.476288,-0.526485,0.00104702,0.0011369,23.387656,21.529231,2022-04-21
7513,2022-04-18 09:15:00,17300.0,17213.1504,108300,1339200,117.0,176.2,761450,485300,0.423312,-0.584266,0.00104383,0.0011338,23.065046,21.151363,2022-04-21
11267,2022-04-18 09:15:00,17350.0,17213.1504,22250,127600,95.5,204.9,160300,90950,0.370605,-0.64171,0.00101981,0.0011025,22.777373,20.831137,2022-04-21
15023,2022-04-18 09:15:00,17400.0,17213.1504,300900,987100,77.1,235.0,376950,296100,0.319686,-0.700061,0.00097415,0.00105598,22.563386,20.244157,2022-04-21
18777,2022-04-18 09:15:00,17450.0,17213.1504,173900,244650,61.15,268.4,107000,62550,0.271037,-0.756202,0.00091219,0.00097915,22.330874,19.689333,2022-04-21
16901,2022-04-18 09:16:00,16950.0,17195.5508,2300,191450,333.45,61.4,1900,85000,0.726637,-0.256855,0.00076287,0.00080352,26.845765,24.693748,2022-04-21
13147,2022-04-18 09:16:00,17000.0,17195.5508,122750,2249900,292.15,72.9,54550,845450,0.693604,-0.295885,0.00083893,0.0008775,25.75458,24.238295,2022-04-21
9391,2022-04-18 09:16:00,17050.0,17195.5508,1850,133650,256.5,86.9,4650,99050,0.65204,-0.339554,0.00089677,0.00094379,25.371737,23.887124,2022-04-21
5638,2022-04-18 09:16:00,17100.0,17195.5508,16950,919100,221.95,103.4,78900,593750,0.607935,-0.38698,0.00095238,0.00099894,24.836775,23.591008,2022-04-21
1881,2022-04-18 09:16:00,17150.0,17195.5508,2100,188450,190.2,121.25,50550,187400,0.560311,-0.4369,0.00099492,0.0010482,24.401164,23.135321,2022-04-21
2,2022-04-18 09:16:00,17200.0,17195.5508,49600,1249900,161.0,142.55,731950,1157100,0.510177,-0.489754,0.00102326,0.00107547,23.992216,22.82744,2022-04-21
3759,2022-04-18 09:16:00,17250.0,17195.5508,11250,221700,134.0,165.0,207150,175050,0.458189,-0.544622,0.00103784,0.00109508,23.532856,22.285549,2022-04-21
7514,2022-04-18 09:16:00,17300.0,17195.5508,108300,1339200,109.75,191.3,697650,375300,0.405116,-0.600338,0.00103339,0.00108533,23.089565,21.908033,2022-04-21
11268,2022-04-18 09:16:00,17350.0,17195.5508,22250,127600,88.7,219.7,98450,67350,0.35243,-0.656662,0.0010059,0.0010576,22.724346,21.406491,2022-04-21
15024,2022-04-18 09:16:00,17400.0,17195.5508,300900,987100,70.95,252.0,363200,165700,0.301881,-0.71041,0.00095547,0.00099921,22.464314,21.074426,2022-04-21
18778,2022-04-18 09:16:00,17450.0,17195.5508,173900,244650,56.0,286.8,157200,30450,0.25441,-0.761757,0.00088728,0.00092111,22.251234,20.692668,2022-04-21
16902,2022-04-18 09:17:00,16950.0,17193.9492,6850,219600,330.05,61.5,4200,94200,0.728412,-0.257662,0.00077244,0.00080683,26.433062,24.637474,2022-04-21
13148,2022-04-18 09:17:00,17000.0,17193.9492,170150,2450700,290.75,72.9,63950,989200,0.69258,-0.296681,0.00084186,0.00088172,25.707837,24.156943,2022-04-21
9392,2022-04-18 09:17:00,17050.0,17193.9492,9550,198050,257.0,86.75,6750,121600,0.649241,-0.340376,0.00089038,0.00094937,25.633768,23.773506,2022-04-21
5639,2022-04-18 09:17:00,17100.0,17193.9492,128250,1135050,221.0,102.85,89000,553550,0.606387,-0.387782,0.00095331,0.00100765,24.844648,23.405811,2022-04-21
1882,2022-04-18 09:17:00,17150.0,17193.9492,88950,278600,192.0,121.45,78450,221650,0.557878,-0.438407,0.00097896,0.00105244,24.826707,23.060546,2022-04-21
3,2022-04-18 09:17:00,17200.0,17193.9492,917500,1953000,160.35,141.95,633100,977750,0.508536,-0.491479,0.0010223,0.0010858,24.021981,22.617115,2022-04-21
3760,2022-04-18 09:17:00,17250.0,17193.9492,221200,317100,133.1,164.2,179700,160150,0.456471,-0.547017,0.00103853,0.00110726,23.511026,22.029539,2022-04-21
7515,2022-04-18 09:17:00,17300.0,17193.9492,619600,1483300,109.4,190.4,524300,325750,0.403677,-0.603548,0.00103038,0.00109788,23.140782,21.615358,2022-04-21
11269,2022-04-18 09:17:00,17350.0,17193.9492,151350,187750,88.75,219.4,103600,37800,0.351494,-0.66002,0.0010005,0.00106493,22.829613,21.184294,2022-04-21
15025,2022-04-18 09:17:00,17400.0,17193.9492,572550,932100,71.1,251.2,457150,115750,0.301296,-0.715304,0.00094996,0.00100784,22.579282,20.730174,2022-04-21
18779,2022-04-18 09:17:00,17450.0,17193.9492,280050,235200,57.25,285.65,89250,22250,0.256075,-0.768468,0.00087792,0.0009278,22.56993,20.225676,2022-04-21
16903,2022-04-18 09:18:00,16950.0,17207.25,6850,219600,338.1,58.3,900,63450,0.741147,-0.247219,0.00076294,0.00078819,26.09999,24.659668,2022-04-21
13149,2022-04-18 09:18:00,17000.0,17207.25,170150,2450700,299.2,69.1,55600,786100,0.704786,-0.285076,0.00083118,0.00086471,25.550575,24.160654,2022-04-21
9393,2022-04-18 09:18:00,17050.0,17207.25,9550,198050,261.1,81.8,6300,90950,0.665557,-0.327212,0.00090167,0.00093788,24.844533,23.677656,2022-04-21
5640,2022-04-18 09:18:00,17100.0,17207.25,128250,1135050,226.2,97.3,81200,406050,0.621139,-0.374019,0.00096092,0.00099976,24.358216,23.318083,2022-04-21
1883,2022-04-18 09:18:00,17150.0,17207.25,88950,278600,194.2,114.95,90150,146800,0.573007,-0.424077,0.00100625,0.00105102,23.984871,22.931077,2022-04-21
4,2022-04-18 09:18:00,17200.0,17207.25,917500,1953000,164.1,135.3,602400,632700,0.522393,-0.477025,0.00104141,0.00108554,23.533728,22.574997,2022-04-21
3761,2022-04-18 09:18:00,17250.0,17207.25,221200,317100,136.35,157.6,151550,123050,0.469532,-0.532128,0.00106173,0.00110668,23.052207,22.108574,2022-04-21
7516,2022-04-18 09:18:00,17300.0,17207.25,619600,1483300,111.95,182.75,492150,213450,0.415574,-0.588746,0.00105825,0.00110569,22.674256,21.64899,2022-04-21
11270,2022-04-18 09:18:00,17350.0,17207.25,151350,187750,90.7,211.5,117750,42300,0.361986,-0.644957,0.00103136,0.00107538,22.361526,21.302288,2022-04-21
15026,2022-04-18 09:18:00,17400.0,17207.25,572550,932100,72.3,242.6,342750,102450,0.3099,-0.700557,0.0009834,0.00102452,22.070644,20.863817,2022-04-21
