id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
23656,2023-11-16 09:15:00,19400.0,19647.0,1746600,12505800,246.25,0.9,54400,3337900,,-0.329266,,0.00056206,0.0,23.239728,2023-11-23
18402,2023-11-16 09:15:00,19450.0,19647.0,1477900,6661300,196.8,1.15,46500,2868600,,-0.338122,,0.00066046,0.0,19.985319,2023-11-23
13148,2023-11-16 09:15:00,19500.0,19647.0,3134350,10131450,146.95,2.0,355500,5556950,,-0.355781,,0.00077009,0.0,17.466161,2023-11-23
7889,2023-11-16 09:15:00,19550.0,19647.0,920450,8261250,100.45,4.7,479800,5510400,0.639416,-0.385152,0.00106209,0.00087562,12.723571,15.761574,2023-11-23
2631,2023-11-16 09:15:00,19600.0,19647.0,3276500,13513700,59.1,13.35,2726500,8998350,0.579529,-0.427669,0.00103108,0.00092927,13.689514,15.243011,2023-11-23
1,2023-11-16 09:15:00,19650.0,19647.0,4192550,9263800,27.35,31.85,6646300,7855950,0.527743,-0.474105,0.0010689,0.00096926,13.441275,14.827632,2023-11-23
5259,2023-11-16 09:15:00,19700.0,19647.0,11893350,5719750,10.75,65.55,9840100,4628300,0.475982,-0.520194,0.00101528,0.00089619,14.159667,16.049811,2023-11-23
10518,2023-11-16 09:15:00,19750.0,19647.0,8074250,891550,3.95,108.6,6828050,879200,0.431719,-0.556164,0.00092886,0.00078658,15.277536,18.128096,2023-11-23
15775,2023-11-16 09:15:00,19800.0,19647.0,12937700,787600,1.8,155.7,9077800,502550,0.399927,-0.581826,0.0008081,0.00068001,17.258508,20.732192,2023-11-23
21028,2023-11-16 09:15:00,19850.0,19647.0,8829150,125500,0.9,204.6,5574550,48000,0.375481,-0.59804,0.00071101,0.00058104,19.261134,24.03457,2023-11-23
26283,2023-11-16 09:15:00,19900.0,19647.0,9165150,152950,0.65,254.65,4403700,47850,0.361916,-0.604019,0.00061184,0.00048421,22.114623,28.726574,2023-11-23
23657,2023-11-16 09:16:00,19400.0,19639.25,1746600,12505800,245.2,0.85,344350,3014900,0.631377,-0.328634,0.0004449,0.00058133,30.613854,22.461939,2023-11-23
18403,2023-11-16 09:16:00,19450.0,19639.25,1477900,6661300,194.85,1.1,28050,2412700,0.628559,-0.337754,0.00054435,0.00068682,25.082839,19.218819,2023-11-23
13149,2023-11-16 09:16:00,19500.0,19639.25,3134350,10131450,146.0,2.05,247950,5392750,0.616459,-0.357264,0.00065036,0.00079973,21.203961,16.85088,2023-11-23
7890,2023-11-16 09:16:00,19550.0,19639.25,920450,8261250,98.6,4.8,313950,5031150,0.597651,-0.386978,0.00079128,0.00092229,17.660912,14.991398,2023-11-23
2632,2023-11-16 09:16:00,19600.0,19639.25,3276500,13513700,57.9,13.55,2506200,6346500,0.56192,-0.430504,0.0008804,0.00100325,16.168299,14.143445,2023-11-23
2,2023-11-16 09:16:00,19650.0,19639.25,4192550,9263800,26.2,32.15,6188800,6006350,0.51849,-0.480162,0.00098171,0.00110525,14.661276,13.020352,2023-11-23
5260,2023-11-16 09:16:00,19700.0,19639.25,11893350,5719750,10.15,66.15,7844400,2985450,0.470192,-0.536422,0.00096196,0.00113015,14.936418,12.696058,2023-11-23
10519,2023-11-16 09:16:00,19750.0,19639.25,8074250,891550,3.5,109.7,6448100,623850,0.426439,-0.618099,0.0009057,0.0013786,15.637549,9.990185,2023-11-23
15776,2023-11-16 09:16:00,19800.0,19639.25,12937700,787600,1.65,158.2,5569350,269700,0.396423,,0.00078697,,17.6883,0.0,2023-11-23
21029,2023-11-16 09:16:00,19850.0,19639.25,8829150,125500,0.95,207.4,3538700,37600,0.375557,,0.00068219,,20.084812,0.0,2023-11-23
26284,2023-11-16 09:16:00,19900.0,19639.25,9165150,152950,0.65,257.35,2607450,18000,0.361221,,0.00059506,,22.733295,0.0,2023-11-23
23658,2023-11-16 09:17:00,19400.0,19638.1,1829400,13776750,241.05,0.8,14950,2104350,0.656929,-0.327532,0.0005366,0.00058752,24.749028,22.197703,2023-11-23
18404,2023-11-16 09:17:00,19450.0,19638.1,1479000,7524050,191.55,1.05,21550,1408100,0.646449,-0.336896,0.00062535,0.00069414,21.472714,18.999564,2023-11-23
13150,2023-11-16 09:17:00,19500.0,19638.1,3194350,12071900,142.0,1.85,234900,3319650,0.636955,-0.354785,0.00077343,0.00081923,17.52241,16.411249,2023-11-23
7891,2023-11-16 09:17:00,19550.0,19638.1,1133250,10513750,95.1,4.75,369300,3999400,0.60795,-0.386947,0.00088898,0.00093233,15.612621,14.83124,2023-11-23
2633,2023-11-16 09:17:00,19600.0,19638.1,5113400,17348500,54.3,14.0,2247200,4792250,0.566203,-0.431996,0.0009688,0.00099833,14.668915,14.223948,2023-11-23
3,2023-11-16 09:17:00,19650.0,19638.1,8249100,12785050,23.8,33.6,4564250,3734750,0.517964,-0.481773,0.00104538,0.00107194,13.770592,13.428916,2023-11-23
5261,2023-11-16 09:17:00,19700.0,19638.1,15359050,6091300,9.0,68.65,6328300,2257750,0.467553,-0.534111,0.0009992,0.00104012,14.373952,13.803584,2023-11-23
10520,2023-11-16 09:17:00,19750.0,19638.1,10186300,1104900,2.95,112.9,5595550,311150,0.422553,-0.581712,0.00093531,0.00098037,15.115501,14.389192,2023-11-23
15777,2023-11-16 09:17:00,19800.0,19638.1,14063000,816350,1.5,161.3,4819900,270350,0.394286,-0.618565,0.00079453,0.00087752,17.496067,15.690631,2023-11-23
21030,2023-11-16 09:17:00,19850.0,19638.1,9828350,124250,0.9,210.85,4227750,24900,0.374424,-0.643971,0.00068338,0.00076681,20.033114,17.554909,2023-11-23
