id,timestamp,strike,spot,call_oi,put_oi,call_price,put_price,call_volume,put_volume,call_delta,put_delta,call_gamma,put_gamma,call_iv,put_iv,expiry
23643,2024-08-06 09:15:00,24100.0,24337.75,1452225,3117675,286.5,69.35,595800,1185775,0.694741,-0.353381,0.00064568,0.00049603,15.815885,21.837298,2024-08-13
18393,2024-08-06 09:15:00,24150.0,24337.75,634900,732700,249.05,82.05,479575,1570300,0.659711,-0.377205,0.0006673,0.00051415,16.00747,21.532809,2024-08-13
13139,2024-08-06 09:15:00,24200.0,24337.75,2756100,2355125,215.7,97.85,1509900,1239100,0.622982,-0.402807,0.0006759,0.00052722,16.377296,21.394495,2024-08-13
7886,2024-08-06 09:15:00,24250.0,24337.75,978900,683200,183.0,116.6,652425,510325,0.588544,-0.429396,0.00069189,0.0005358,16.388105,21.35839,2024-08-13
2630,2024-08-06 09:15:00,24300.0,24337.75,3113750,1477825,154.3,136.65,1707875,989375,0.553185,-0.456137,0.00069718,0.00054553,16.527958,21.182967,2024-08-13
1,2024-08-06 09:15:00,24350.0,24337.75,1195650,437325,128.15,160.1,744450,248475,0.518116,-0.4835,0.00070019,0.00054952,16.587379,21.139154,2024-08-13
5258,2024-08-06 09:15:00,24400.0,24337.75,3303525,1163075,106.2,186.45,2443200,268325,0.483448,-0.510936,0.00069194,0.00054941,16.788011,21.153756,2024-08-13
10512,2024-08-06 09:15:00,24450.0,24337.75,1119550,275600,85.2,218.25,607600,37075,0.448801,-0.537285,0.00069002,0.00053655,16.710453,21.574182,2024-08-13
15765,2024-08-06 09:15:00,24500.0,24337.75,4400800,1322350,68.7,251.0,1535875,216075,0.415498,-0.562987,0.00067446,0.00052602,16.849947,21.826296,2024-08-13
21018,2024-08-06 09:15:00,24550.0,24337.75,1089750,219575,54.2,287.5,649775,21250,0.382682,-0.586723,0.00065831,0.00050851,16.891627,22.321398,2024-08-13
26270,2024-08-06 09:15:00,24600.0,24337.75,3136000,698050,43.15,324.6,793750,44650,0.352389,-0.609986,0.00063277,0.00049381,17.101228,22.643668,2024-08-13
23644,2024-08-06 09:16:00,24050.0,24318.8,511450,971825,334.0,63.85,77175,182275,0.675076,-0.340742,0.00052467,0.00047976,20.006197,22.294427,2024-08-13
18394,2024-08-06 09:16:00,24100.0,24318.8,1452225,3117675,293.4,74.3,269825,448925,0.651552,-0.362594,0.00055316,0.00050188,19.498809,21.795675,2024-08-13
13140,2024-08-06 09:16:00,24150.0,24318.8,634900,732700,257.2,87.0,139325,228250,0.623882,-0.386307,0.00057086,0.00052187,19.392455,21.384979,2024-08-13
7887,2024-08-06 09:16:00,24200.0,24318.8,2756100,2355125,221.7,102.1,512550,647400,0.596285,-0.411587,0.00059258,0.00053937,19.061306,21.041414,2024-08-13
2631,2024-08-06 09:16:00,24250.0,24318.8,978900,683200,190.4,120.0,275875,265875,0.566522,-0.438243,0.00060447,0.00055311,18.98168,20.784727,2024-08-13
2,2024-08-06 09:16:00,24300.0,24318.8,3113750,1477825,160.8,140.6,856525,608500,0.536353,-0.465849,0.00061708,0.00056351,18.778077,20.573396,2024-08-13
5259,2024-08-06 09:16:00,24350.0,24318.8,1195650,437325,134.4,163.05,537375,346725,0.50539,-0.494161,0.00062427,0.00057374,18.637621,20.27883,2024-08-13
10513,2024-08-06 09:16:00,24400.0,24318.8,3303525,1163075,110.15,190.1,1334075,279875,0.47382,-0.522816,0.00063064,0.0005736,18.411383,20.252639,2024-08-13
15766,2024-08-06 09:16:00,24450.0,24318.8,1119550,275600,89.1,218.65,404225,31175,0.441883,-0.551805,0.00063138,0.00057442,18.233575,20.085917,2024-08-13
21019,2024-08-06 09:16:00,24500.0,24318.8,4400800,1322350,71.3,252.15,1090025,103250,0.410127,-0.579396,0.00062573,0.00056283,18.121864,20.263113,2024-08-13
26271,2024-08-06 09:16:00,24550.0,24318.8,1089750,219575,56.65,286.1,317800,16075,0.379202,-0.607578,0.00061346,0.00055563,18.091361,20.175912,2024-08-13
23645,2024-08-06 09:17:00,24100.0,24325.35,1452225,3117675,299.45,72.8,174200,277975,0.653798,-0.359625,0.00054618,0.00049907,19.69631,21.851925,2024-08-13
18395,2024-08-06 09:17:00,24150.0,24325.35,634900,732700,263.0,85.25,82950,140725,0.626527,-0.383148,0.00056396,0.00051918,19.581818,21.438957,2024-08-13
13141,2024-08-06 09:17:00,24200.0,24325.35,2756100,2355125,227.0,101.1,320275,470575,0.599474,-0.408781,0.00058659,0.00053341,19.212461,21.236973,2024-08-13
